AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A551055,Riley,2014-06-07 12:26:00,Transfer,Partner,Dog,Neutered Male,11 years,Parson Russell Terrier Mix,White/Brown
A693393,,2014-12-11 14:40:00,Transfer,Partner,Dog,Neutered Male,2 years,Bull Terrier,White
A685904,Hudson,2014-11-09 17:12:00,Transfer,Partner,Dog,Neutered Male,2 years,American Bulldog Mix,Black/White
A705769,Molly,2015-09-26 13:24:00,Adoption,,Cat,Spayed Female,4 months,Domestic Medium Hair,Brown Tabby
A708958,,2015-08-13 16:07:00,Transfer,Partner,Dog,Neutered Male,10 months,Chihuahua Shorthair/Dachshund,Tricolor
A717483,Skippy,2015-12-21 16:22:00,Adoption,,Dog,Neutered Male,3 years,Cardigan Welsh Corgi/Chihuahua Shorthair,Brown/White
A692546,,2014-11-23 09:00:00,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby/White
A675393,Cesar,2014-04-03 13:25:00,Transfer,Partner,Dog,Intact Male,1 year,Miniature Pinscher Mix,Black/Tan
A704046,,2015-05-31 18:23:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A670087,Benson,2014-01-01 19:24:00,Return_to_owner,,Dog,Neutered Male,7 years,Shih Tzu Mix,Black
A695935,,2015-01-30 14:49:00,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Brown Tabby
A665698,Fred,2013-10-29 14:22:00,Adoption,,Dog,Neutered Male,11 months,Black Mouth Cur Mix,Brown/Black
A714227,Cari Blue,2015-11-08 14:14:00,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A698936,,2015-03-27 12:09:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A695204,Duke,2015-01-26 17:02:00,Adoption,,Dog,Neutered Male,1 year,Rhod Ridgeback Mix,Tan
A698896,,2015-03-25 18:56:00,Adoption,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black
A638621,Betty,2013-12-29 17:33:00,Adoption,,Dog,Spayed Female,4 years,Pit Bull Mix,Fawn/White
A686592,Cash,2014-08-24 14:01:00,Return_to_owner,,Dog,Intact Male,2 years,English Bulldog,Blue/White
A710536,,2015-08-28 18:13:00,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Brown Tabby
A701706,,2015-05-03 17:24:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A665072,Moe,2013-12-07 14:57:00,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A686182,Sophie,2014-08-21 11:41:00,Return_to_owner,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,White/Brown Tabby
A678579,Mr. Cuddles,2014-05-16 18:39:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Chocolate/Tan
A683663,,2014-07-14 09:00:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,White/Orange Tabby
A708758,Orwell,2015-08-05 16:10:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby
A681153,,2014-06-13 13:08:00,Euthanasia,Suffering,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A689687,Crixus,2015-10-23 18:29:00,Return_to_owner,,Dog,Intact Male,2 years,Siberian Husky Mix,White
A702845,,2015-05-24 18:52:00,Adoption,,Dog,Neutered Male,3 months,Bernese Mountain Dog Mix,Black/Tan
A709954,Melvin,2015-08-23 11:14:00,Transfer,Partner,Dog,Neutered Male,3 years,Miniature Poodle Mix,Black
A700751,Gypsy,2015-07-02 00:00:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A664768,Whit,2013-11-25 18:06:00,Adoption,,Dog,Neutered Male,5 months,Pit Bull,White
A687740,Marlyin,2014-09-14 13:15:00,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A677556,,2014-05-01 16:29:00,Return_to_owner,,Dog,Spayed Female,4 years,Miniature Schnauzer Mix,Silver
A714737,Sophie,2015-11-05 15:22:00,Return_to_owner,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Black
A708078,,2015-07-22 15:47:00,Euthanasia,Suffering,Cat,Intact Female,9 years,Domestic Shorthair Mix,Black/White
A693889,,2014-12-17 09:00:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Shorthair Mix,White/Black
A689829,Nico,2014-10-19 16:59:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A714025,,2015-11-01 12:21:00,Transfer,Partner,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Brown
A660345,Clark,2014-01-05 15:43:00,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby
A669140,Martin,2013-12-18 16:14:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A676176,,2014-04-09 12:15:00,Adoption,,Dog,Neutered Male,2 years,Australian Shepherd Mix,Tricolor/White
A715359,Lassie,2015-11-19 18:50:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A691919,,2014-11-25 18:37:00,Transfer,SCRP,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Orange Tabby
A674671,,2014-03-17 13:35:00,Return_to_owner,,Dog,Intact Male,1 day,Pit Bull Mix,White/Black
A700582,,2015-04-16 13:38:00,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A687185,Pepsi,2014-09-09 18:40:00,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Brown/White
A709637,Benny,2015-09-12 16:05:00,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black
A700567,Polly,2015-05-09 14:38:00,Transfer,Partner,Cat,Spayed Female,7 years,Maine Coon Mix,Brown Tabby
A710321,Dottie,2015-10-19 18:24:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A711404,Adrianna,2015-09-09 17:30:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Tan/White
A693715,,2014-12-13 15:32:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A612711,Ebenezer,2013-12-29 17:12:00,Return_to_owner,,Dog,Neutered Male,4 years,Dachshund,Black/Brown
A705698,,2015-06-20 14:27:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A664112,Grant,2013-10-05 11:47:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/Labrador Retriever,White
A707728,,2015-07-16 18:39:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White
A699391,Rocket,2015-03-30 17:00:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tricolor
A699534,Fran,2015-04-07 11:59:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black
A690776,Charlie,2014-10-26 12:56:00,Transfer,Partner,Dog,Intact Male,2 months,Dachshund/Shih Tzu,Tan
A702533,Lily,2015-07-03 16:50:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black Brindle/White
A716218,Ladybug,2015-11-17 18:28:00,Adoption,,Dog,Spayed Female,4 years,Australian Shepherd Mix,Chocolate/White
A624436,Chico,2014-05-27 17:20:00,Return_to_owner,,Dog,Neutered Male,3 years,Parson Russell Terrier/Chihuahua Shorthair,White/Brown
A596942,Poncho,2014-09-28 11:19:00,Return_to_owner,,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,White/Tan
A701045,Gus,2015-04-26 11:12:00,Return_to_owner,,Dog,Neutered Male,2 years,Pug Mix,Black
A601482,Pepe,2015-10-29 15:54:00,Return_to_owner,,Dog,Neutered Male,7 years,Chow Chow/Australian Cattle Dog,Tan/Black
A699191,Brownie,2015-10-09 13:39:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A667545,Kooli,2013-11-23 16:23:00,Return_to_owner,,Dog,Neutered Male,8 months,Pit Bull/Mastiff,Red/White
A680834,,2014-06-13 18:48:00,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
A215368,Guiness,2014-08-04 16:31:00,Return_to_owner,,Dog,Neutered Male,13 years,Newfoundland Mix,Black
A711600,,2015-09-09 15:21:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White
A670718,Nevil,2014-02-17 16:01:00,Adoption,,Cat,Neutered Male,6 years,Domestic Medium Hair Mix,Orange Tabby
A709471,Brownie,2015-08-17 19:09:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A698265,Brownie,2015-03-16 16:28:00,Transfer,Partner,Dog,Spayed Female,2 years,American Pit Bull Terrier,Chocolate/White
A683700,Rocca,2014-07-15 15:55:00,Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Red/White
A698566,Winston,2015-03-27 17:10:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Tan
A669977,Zeppo,2014-04-01 15:44:00,Euthanasia,Rabies Risk,Dog,Neutered Male,1 year,American Bulldog Mix,Blue/White
A552877,Butterbean,2016-02-21 14:00:00,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico
A675639,Boomer,2015-12-17 12:27:00,Adoption,Foster,Dog,Neutered Male,3 years,Pit Bull Mix,Tan/White
A701607,Rosco,2015-05-05 17:01:00,Return_to_owner,,Dog,Intact Male,1 year,Pit Bull Mix,White/Brown
A710237,Henrietta,2015-08-24 11:11:00,Return_to_owner,,Cat,Intact Female,7 years,Domestic Longhair Mix,Tortie
A686679,,2014-08-29 16:55:00,Transfer,Partner,Dog,Spayed Female,2 months,Cocker Spaniel Mix,White/Tan
A692453,Shadow,2014-12-05 13:05:00,Transfer,Partner,Dog,Intact Female,2 years,Miniature Schnauzer,Black
A682485,,2014-06-29 09:00:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby
A674746,Toby,2015-11-27 11:29:00,Euthanasia,Suffering,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,White
A706138,Jerry,2015-09-20 15:50:00,Adoption,,Cat,Spayed Female,4 months,Domestic Longhair Mix,Black/White
A693935,Willow,2014-12-23 14:49:00,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black/White
A688064,Blue,2014-12-23 11:56:00,Transfer,Partner,Dog,Neutered Male,10 months,Catahoula Mix,Chocolate/White
A697171,Holli,2015-03-14 16:47:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Blue/Tan
A678474,Figaro,2014-08-18 16:41:00,Adoption,,Cat,Neutered Male,4 years,Angora Mix,Black
A684704,,2014-07-29 14:34:00,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Brown Tabby
A697320,Chloe,2015-02-28 18:09:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A714081,Barley,2015-10-22 18:11:00,Return_to_owner,,Dog,Neutered Male,4 years,Australian Shepherd Mix,Red
A685603,Nolan,2014-08-14 16:11:00,Transfer,Partner,Dog,Intact Male,6 months,Catahoula Mix,Brown Merle
A703270,,2015-05-22 14:23:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
A651306,Mason,2015-03-21 13:44:00,Adoption,,Dog,Neutered Male,3 years,Rottweiler,Black/Tan
A696044,Harley,2015-02-03 15:01:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A694347,Max,2015-09-26 09:32:00,Transfer,Partner,Dog,Neutered Male,11 months,Black Mouth Cur Mix,Tan/Black
A510336,Hook,2015-04-24 14:53:00,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White
A689894,Lovett,2014-10-26 14:54:00,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White
A708283,,2015-07-26 09:00:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,White/Chocolate Point
A525592,Lucky,2015-06-30 12:50:00,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby
A667153,,2013-11-13 15:49:00,Euthanasia,Rabies Risk,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A694398,,2014-12-29 14:07:00,Transfer,Partner,Dog,Intact Female,7 months,Labrador Retriever/Pembroke Welsh Corgi,Tan/White
A678841,,2014-05-13 14:53:00,Transfer,Partner,Cat,Intact Male,1 day,Domestic Shorthair Mix,White
A670833,Shasta,2014-02-13 17:02:00,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle
A720141,Driver,2016-02-06 17:58:00,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A670391,Petey,2014-06-24 12:53:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A667794,,2013-11-26 15:29:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A680971,Tigger,2014-08-05 18:02:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A665403,Spark,2013-10-21 19:05:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow
A701610,Gigi,2015-10-13 14:44:00,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Cream
A672280,,2014-04-04 15:10:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A700035,,2015-04-10 00:00:00,Transfer,Partner,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Black/Tan
A705048,Nina,2015-06-16 17:15:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Black
A718798,,2016-01-11 17:45:00,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A677733,Reese,2014-05-20 11:43:00,Transfer,Partner,Dog,Spayed Female,4 years,Carolina Dog Mix,Tan/White
A700148,Daredevil,2015-06-03 17:35:00,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Blue Point
A685822,,2014-08-13 10:46:00,Euthanasia,Suffering,Dog,Intact Female,5 years,Pit Bull Mix,White/Black
A448020,Friday,2014-09-13 13:38:00,Return_to_owner,,Dog,Spayed Female,14 years,Doberman Pinsch/German Shepherd,Black/Tan
A693628,Bollita,2014-12-15 13:49:00,Return_to_owner,,Dog,Spayed Female,2 years,Great Pyrenees,White
A678199,Bean,2014-06-14 14:33:00,Transfer,Partner,Cat,Neutered Male,7 months,Domestic Longhair Mix,Black
A702705,Adrianna,2015-08-08 17:45:00,Euthanasia,Aggressive,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
A669053,,2013-12-19 16:22:00,Transfer,Partner,Dog,Intact Male,4 months,Mastiff/Pit Bull,Black/White
A616027,Gigi,2014-01-29 12:08:00,Return_to_owner,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Brown
A679649,,2014-05-25 17:42:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A679555,Coco,2014-09-15 15:25:00,Adoption,,Dog,Spayed Female,9 months,Boston Terrier Mix,White
A708920,,2015-08-03 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
A675525,Leah,2014-09-13 12:33:00,Adoption,Foster,Cat,Spayed Female,3 years,Angora Mix,Blue
A698564,Colby,2015-05-06 17:04:00,Adoption,,Dog,Neutered Male,1 month,Labrador Retriever/Boxer,Tan/White
A679765,Frio,2014-05-29 17:36:00,Return_to_owner,,Dog,Neutered Male,3 years,Beagle Mix,Tricolor
A719494,,2016-01-22 00:00:00,Return_to_owner,,Dog,Intact Female,1 year,Siberian Husky Mix,Silver/Black
A685432,Dozer,2014-08-09 11:23:00,Return_to_owner,,Dog,Intact Male,6 years,English Bulldog Mix,Brown Brindle/White
A682197,Pam,2014-06-27 13:17:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A706477,Spikey,2015-07-03 13:28:00,Transfer,Partner,Dog,Neutered Male,12 years,Boxer Mix,White/Red
A715230,Melvin,2015-11-11 12:31:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,White/Blue
A710193,Maggie,2015-08-31 13:04:00,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Torbie
A714641,,2015-10-27 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A706260,Tiger Lily,2015-07-21 15:24:00,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby
A708568,Jim,2015-08-02 13:23:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A697990,Tinkerbell,2015-03-06 17:55:00,Return_to_owner,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Brown Tabby/White
A682610,Thor,2014-08-01 17:48:00,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White
A707446,,2015-07-13 13:50:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Blue Tabby
A672400,,2014-02-09 14:59:00,Transfer,Partner,Dog,Intact Male,2 months,Yorkshire Terrier/Maltese,White
A680991,,2014-06-11 12:22:00,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Orange Tabby
A716088,,2015-11-15 09:17:00,Euthanasia,Medical,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby
A669934,Cookie,2014-01-07 15:37:00,Euthanasia,Aggressive,Dog,Intact Female,2 years,Pit Bull Mix,White/Tan
A709997,Ryder,2015-08-26 12:32:00,Return_to_owner,,Dog,Intact Female,2 years,Pit Bull Mix,White/Brown
A693125,Princess,2014-12-17 12:58:00,Adoption,,Dog,Spayed Female,6 years,Cardigan Welsh Corgi Mix,Brown Brindle/White
A677668,,2014-04-30 14:36:00,Transfer,Partner,Dog,Intact Male,4 weeks,Blue Lacy/American Bulldog,Black/White
A342480,Lucy,2015-05-20 12:25:00,Return_to_owner,,Dog,Spayed Female,14 years,Labrador Retriever Mix,Red/Tan
A683655,,2014-07-17 17:58:00,Transfer,Partner,Dog,Neutered Male,5 months,Boxer Mix,Brown/White
A678614,Jason,2014-07-12 19:08:00,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black
A673726,,2014-03-01 17:51:00,Transfer,Partner,Dog,Intact Female,1 month,Plott Hound Mix,Black/Brown Brindle
A697603,Katie,2015-03-02 15:10:00,Transfer,Partner,Dog,Spayed Female,6 months,Australian Shepherd,Black/Tan
A628792,Chloe,2016-02-18 15:42:00,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby
A684687,Bodhi,2015-02-20 18:22:00,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A702902,,2015-05-20 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A713560,Grace,2015-10-13 16:52:00,Transfer,Partner,Dog,Spayed Female,3 years,St. Bernard Rough Coat Mix,Tricolor
A681561,,2014-06-19 13:20:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A688162,,2014-09-30 17:57:00,Transfer,Partner,Dog,Spayed Female,2 months,Australian Shepherd Mix,Tricolor
A719796,Ranger,2016-02-14 14:03:00,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black/White
A696833,Joey,2016-02-20 16:36:00,Adoption,Foster,Dog,Neutered Male,5 years,Staffordshire/Boston Terrier,Brown/White
A704501,Heine,2015-06-14 17:26:00,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Tortie
A673216,Rutherford,2014-02-21 15:25:00,Return_to_owner,,Dog,Intact Male,2 years,Maltese/Miniature Poodle,White
A415589,Shadow,2015-05-28 19:09:00,Return_to_owner,,Dog,Spayed Female,10 years,Siberian Husky/Labrador Retriever,White/Tan
A709200,Ladybird,2015-08-09 12:28:00,Adoption,,Dog,Intact Female,1 month,Chihuahua Shorthair/Pomeranian,Brown Brindle
A668319,Gizmo,2013-12-07 15:58:00,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue/White
A688850,Darcey,2014-09-27 14:10:00,Adoption,,Dog,Spayed Female,3 years,Dachshund/Beagle,White/Tricolor
A662147,Pup 6M,2014-01-27 18:33:00,Transfer,Partner,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Brown/Black
A680766,Isla,2014-09-01 18:51:00,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby
A685245,Rikki Tikki,2014-08-23 15:12:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A697908,,2015-03-07 17:36:00,Adoption,,Dog,Spayed Female,1 year,Miniature Poodle/English Cocker Spaniel,Cream
A283735,Angel,2015-01-22 19:17:00,Euthanasia,Suffering,Dog,Spayed Female,13 years,Doberman Pinsch Mix,Brown/Tan
A687863,Sierra,2014-09-21 18:13:00,Adoption,,Dog,Spayed Female,2 years,Catahoula Mix,Chocolate/White
A688536,Clyde,2014-09-24 18:48:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A685185,Roja,2014-08-11 17:55:00,Adoption,,Dog,Spayed Female,3 months,Great Pyrenees/Australian Cattle Dog,Cream/Red Tick
A699933,Butterscotch,2015-06-06 15:50:00,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever/Australian Cattle Dog,Cream/White
A651299,Fiona,2014-03-31 13:05:00,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Pit Bull,Blue/White
A676143,Gordo,2014-04-14 17:00:00,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Yellow/White
A711910,Zoey,2016-01-07 15:05:00,Return_to_owner,,Dog,Spayed Female,8 years,German Shorthair Pointer Mix,White/Liver
A691281,Royce,2014-11-03 17:39:00,Adoption,,Dog,Neutered Male,8 months,Beagle,Tricolor
A696637,,2015-02-13 16:00:00,Transfer,Partner,Dog,Neutered Male,1 year,Collie Rough Mix,White
A700913,,2015-04-21 12:00:00,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Brown Tabby
A703721,,2015-05-28 13:27:00,Transfer,Partner,Dog,Unknown,1 day,Anatol Shepherd Mix,Tricolor
A648687,Lulu,2014-07-11 17:41:00,Return_to_owner,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan
A672573,Biggie,2014-02-23 12:27:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull/Australian Cattle Dog,White/Tan
A713362,Faloo,2015-10-11 18:21:00,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A667955,Pollie,2013-12-26 18:22:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White
A697206,,2015-02-20 09:00:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A716743,Fluffy,2015-11-30 17:08:00,Adoption,,Dog,Neutered Male,2 years,Maltese/Miniature Poodle,White/Tan
A688569,,2014-09-24 17:52:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A712883,Salaria,2015-09-30 16:15:00,Return_to_owner,,Dog,Spayed Female,3 years,German Shepherd Mix,Black/Brown
A681939,Nina,2014-09-14 16:24:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A696055,Lady,2015-01-28 15:10:00,Return_to_owner,,Dog,Intact Female,1 year,Bull Terrier Mix,Brown Brindle/White
A705526,Reno,2015-07-01 14:09:00,Transfer,Partner,Dog,Intact Male,10 years,Siberian Husky/German Shepherd,Buff
A680244,Gimli,2014-06-18 13:20:00,Died,,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue Tabby
A680444,,2014-06-06 12:02:00,Transfer,Partner,Dog,Neutered Male,6 years,Pug Mix,Tan/Black
A716076,Sirius,2015-11-27 17:12:00,Adoption,,Cat,Neutered Male,3 years,Siamese Mix,Seal Point
A716636,Higgins,2015-12-03 14:58:00,Transfer,Partner,Dog,Neutered Male,2 years,Lhasa Apso Mix,White
A707974,Cleopatra,2015-09-08 20:03:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue
A681006,Max,2014-06-15 11:56:00,Adoption,,Dog,Neutered Male,4 years,Yorkshire Terrier/Miniature Poodle,Black/Brown
A584947,Lance,2013-11-11 13:32:00,Return_to_owner,,Dog,Neutered Male,11 years,Border Collie Mix,White/Brown
A624189,Pyrex,2014-05-06 17:08:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever/Chow Chow,Black
